locus_tag	ftype	length_bp	gene	EC_number	COG	product
DFNAAEMK_03527	CDS	1212	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
DFNAAEMK_03528	CDS	1386	hyuA	3.5.2.-	COG0044	D-phenylhydantoinase
DFNAAEMK_03529	CDS	933	arcC1	2.7.2.2		Carbamate kinase 1
DFNAAEMK_03530	CDS	1626				hypothetical protein
DFNAAEMK_03531	CDS	771				hypothetical protein
DFNAAEMK_03532	CDS	579	mocA	2.7.7.76	COG2068	Molybdenum cofactor cytidylyltransferase
DFNAAEMK_03533	CDS	285				hypothetical protein
DFNAAEMK_03534	CDS	1497	fliC		COG1344	Flagellin
DFNAAEMK_03535	CDS	1407	fliD		COG1345	Flagellar hook-associated protein 2
DFNAAEMK_03536	CDS	411	fliS		COG1516	Flagellar secretion chaperone FliS
DFNAAEMK_03537	CDS	366	fliT			Flagellar protein FliT
DFNAAEMK_03538	CDS	1488	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
DFNAAEMK_03539	CDS	414				hypothetical protein
DFNAAEMK_03540	CDS	1206				hypothetical protein
DFNAAEMK_03541	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
DFNAAEMK_03542	CDS	669	yedK	3.4.-.-	COG2135	Putative SOS response-associated peptidase YedK
DFNAAEMK_03543	CDS	480	ysnE	2.3.1.-		putative N-acetyltransferase YsnE
DFNAAEMK_03544	CDS	192				hypothetical protein
DFNAAEMK_03545	CDS	351				hypothetical protein
DFNAAEMK_03546	CDS	315	fliE		COG1677	Flagellar hook-basal body complex protein FliE
DFNAAEMK_03547	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
DFNAAEMK_03548	CDS	1152	chiP			Chitoporin
DFNAAEMK_03549	CDS	327	chiQ			putative lipoprotein ChiQ
DFNAAEMK_03550	CDS	447	fur		COG0735	Ferric uptake regulation protein
DFNAAEMK_03551	CDS	531	fldA		COG0716	Flavodoxin 1
DFNAAEMK_03552	CDS	363	ybfE			putative protein YbfE
DFNAAEMK_03553	CDS	765	ybfF	3.1.-.-	COG0596	Esterase YbfF
DFNAAEMK_03554	CDS	546	seqA		COG3057	Negative modulator of initiation of replication
DFNAAEMK_03555	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
DFNAAEMK_03556	CDS	495				hypothetical protein
DFNAAEMK_03557	CDS	210				hypothetical protein
DFNAAEMK_03558	CDS	1320	potE		COG0531	Putrescine transporter PotE
DFNAAEMK_03559	CDS	2199	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
DFNAAEMK_03560	CDS	258				hypothetical protein
DFNAAEMK_03561	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
DFNAAEMK_03562	CDS	2685	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
DFNAAEMK_03563	CDS	573	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
DFNAAEMK_03564	CDS	2049	kdpB	3.6.3.12	COG2216	Potassium-transporting ATPase ATP-binding subunit
DFNAAEMK_03565	CDS	1674	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
DFNAAEMK_03566	CDS	207				hypothetical protein
DFNAAEMK_03567	CDS	864	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
DFNAAEMK_03568	CDS	1551	yjjI			putative protein YjjI
DFNAAEMK_03569	CDS	780	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
DFNAAEMK_03570	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
DFNAAEMK_03571	CDS	1224	deoB_2	5.4.2.7	COG1015	Phosphopentomutase
DFNAAEMK_03572	CDS	720	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
DFNAAEMK_03573	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
DFNAAEMK_03574	CDS	204				hypothetical protein
DFNAAEMK_03575	CDS	357				hypothetical protein
DFNAAEMK_03576	CDS	915	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
DFNAAEMK_03577	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
DFNAAEMK_03578	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
DFNAAEMK_03579	CDS	495	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
DFNAAEMK_03580	CDS	2817	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
DFNAAEMK_03581	CDS	942	ribF		COG0196	Riboflavin biosynthesis protein RibF
DFNAAEMK_03582	CDS	264	rpsT		COG0268	30S ribosomal protein S20
DFNAAEMK_03583	CDS	1335	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
DFNAAEMK_03584	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
DFNAAEMK_03585	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
DFNAAEMK_03586	CDS	1455	ybbW		COG1953	Putative allantoin permease
DFNAAEMK_03587	CDS	1362	allB	3.5.2.5	COG0044	Allantoinase
DFNAAEMK_03588	CDS	1386	yihP_2		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
DFNAAEMK_03589	CDS	2037	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
DFNAAEMK_03590	CDS	927	yihR		COG2017	putative protein YihR
DFNAAEMK_03591	CDS	882	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
DFNAAEMK_03592	CDS	621	yciO		COG0009	putative protein YciO
DFNAAEMK_03593	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
DFNAAEMK_03594	CDS	1221	fsr			Fosmidomycin resistance protein
DFNAAEMK_03595	CDS	234	pptA	5.3.2.-	COG1942	Tautomerase PptA
DFNAAEMK_03596	CDS	570				hypothetical protein
DFNAAEMK_03597	CDS	846	nhoA	2.3.1.118	COG2162	N-hydroxyarylamine O-acetyltransferase
DFNAAEMK_03598	CDS	447	srlR_5		COG1349	Glucitol operon repressor
DFNAAEMK_03599	CDS	900	yegS	2.7.1.-	COG1597	Lipid kinase YegS
DFNAAEMK_03600	CDS	318				hypothetical protein
DFNAAEMK_03601	CDS	219				hypothetical protein
DFNAAEMK_03602	CDS	1362	ydcP_1	3.4.-.-	COG0826	putative protease YdcP
DFNAAEMK_03603	CDS	333				hypothetical protein
DFNAAEMK_03604	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
DFNAAEMK_03605	CDS	342	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
DFNAAEMK_03606	CDS	957	rhaS_4			HTH-type transcriptional activator RhaS
DFNAAEMK_03607	CDS	660	yghB		COG0586	Inner membrane protein YghB
DFNAAEMK_03608	CDS	1188	metC	4.4.1.8	COG0626	Cystathionine beta-lyase MetC
DFNAAEMK_03609	CDS	735	exbB		COG0811	Biopolymer transport protein ExbB
DFNAAEMK_03610	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
DFNAAEMK_03611	CDS	885	yghA	1.-.-.-		putative oxidoreductase YghA
DFNAAEMK_03612	CDS	495				hypothetical protein
DFNAAEMK_03613	CDS	1041	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
DFNAAEMK_03614	CDS	144				hypothetical protein
DFNAAEMK_03615	CDS	354				hypothetical protein
DFNAAEMK_03616	CDS	411				hypothetical protein
DFNAAEMK_03617	CDS	288				hypothetical protein
DFNAAEMK_03618	CDS	1119	hybO	1.12.99.6	COG1740	Hydrogenase-2 small chain
DFNAAEMK_03619	CDS	987	fdnH_2		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
DFNAAEMK_03620	CDS	1179	hybB		COG5557	putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit
DFNAAEMK_03621	CDS	1704	hybC	1.12.99.6	COG0374	Hydrogenase-2 large chain
DFNAAEMK_03622	CDS	495	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
DFNAAEMK_03623	CDS	489	hybE			Hydrogenase-2 operon protein HybE
DFNAAEMK_03624	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
DFNAAEMK_03625	CDS	249	hybG		COG0298	Hydrogenase maturation factor HybG
DFNAAEMK_03626	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
DFNAAEMK_03627	CDS	1860	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
DFNAAEMK_03628	CDS	1500	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
DFNAAEMK_03629	CDS	693	tmk_2	2.7.4.9		Thymidylate kinase
DFNAAEMK_03630	CDS	837	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
DFNAAEMK_03631	CDS	435	uspF		COG0589	Universal stress protein F
DFNAAEMK_03632	CDS	1134	ompN_2		COG3203	Outer membrane protein N
DFNAAEMK_03633	CDS	399				hypothetical protein
DFNAAEMK_03634	CDS	1014	auaH	1.1.1.394		Aurachin B dehydrogenase
DFNAAEMK_03635	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
DFNAAEMK_03636	CDS	324				hypothetical protein
DFNAAEMK_03637	CDS	516	ybjP			putative lipoprotein YbjP
DFNAAEMK_03638	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
DFNAAEMK_03639	CDS	732	artI		COG0834	Putative ABC transporter arginine-binding protein 2
DFNAAEMK_03640	CDS	717	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
DFNAAEMK_03641	CDS	669	artM_2		COG4160	Arginine ABC transporter permease protein ArtM
DFNAAEMK_03642	CDS	732	artJ		COG0834	ABC transporter arginine-binding protein 1
DFNAAEMK_03643	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
DFNAAEMK_03644	CDS	489	ybjO			Inner membrane protein YbjO
DFNAAEMK_03645	CDS	846	ydcV_2			Inner membrane ABC transporter permease protein YdcV
DFNAAEMK_03646	CDS	954	potH		COG1176	Putrescine transport system permease protein PotH
DFNAAEMK_03647	CDS	1134	potA_2	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
DFNAAEMK_03648	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein
DFNAAEMK_03649	CDS	477	ybjN			putative protein YbjN
DFNAAEMK_03650	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
DFNAAEMK_03651	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
DFNAAEMK_03652	CDS	288				hypothetical protein
DFNAAEMK_03653	CDS	258	grxA		COG0695	Glutaredoxin 1
DFNAAEMK_03654	CDS	378	ybjM			Inner membrane protein YbjM
DFNAAEMK_03655	CDS	1686	aspT_2			Aspartate/alanine antiporter
DFNAAEMK_03656	CDS	537	rcdA		COG3226	HTH-type transcriptional regulator RcdA
DFNAAEMK_03657	CDS	1128	ybjJ			Inner membrane protein YbjJ
DFNAAEMK_03658	CDS	816	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
DFNAAEMK_03659	CDS	279				hypothetical protein
DFNAAEMK_03660	CDS	1233	mdfA			Multidrug transporter MdfA
DFNAAEMK_03661	CDS	597	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
DFNAAEMK_03662	CDS	759	deoR_2		COG1349	Deoxyribose operon repressor
DFNAAEMK_03663	CDS	1203	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
DFNAAEMK_03664	CDS	627	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
DFNAAEMK_03665	CDS	1116	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
DFNAAEMK_03666	CDS	384				hypothetical protein
DFNAAEMK_03667	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
DFNAAEMK_03668	CDS	1329				hypothetical protein
DFNAAEMK_03669	CDS	1440	pdeI	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeI
DFNAAEMK_03670	CDS	888	cho	3.1.25.-	COG0322	Excinuclease cho
DFNAAEMK_03671	CDS	576	ves		COG3758	Protein Ves
DFNAAEMK_03672	CDS	276				hypothetical protein
DFNAAEMK_03673	CDS	1032	mdtN		COG1566	Multidrug resistance protein MdtN
DFNAAEMK_03674	CDS	570				hypothetical protein
DFNAAEMK_03675	CDS	2694	chiA			putative bifunctional chitinase/lysozyme
DFNAAEMK_03676	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
DFNAAEMK_03677	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
DFNAAEMK_03678	CDS	678	gspO		COG1989	Type 4 prepilin-like proteins leader peptide-processing enzyme
DFNAAEMK_03679	CDS	291	gspM			Putative type II secretion system protein M
DFNAAEMK_03680	CDS	1158	acrE			Multidrug export protein AcrE
DFNAAEMK_03681	CDS	3105	acrF		COG0841	Multidrug export protein AcrF
DFNAAEMK_03682	CDS	291				hypothetical protein
DFNAAEMK_03683	CDS	222				hypothetical protein
DFNAAEMK_03684	CDS	237				hypothetical protein
DFNAAEMK_03685	CDS	792	yhdW			Putative amino-acid ABC transporter-binding protein YhdW
DFNAAEMK_03686	CDS	1182				hypothetical protein
DFNAAEMK_03687	CDS	1104	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
DFNAAEMK_03688	CDS	759	glnQ_2			Glutamine transport ATP-binding protein GlnQ
DFNAAEMK_03689	CDS	702				hypothetical protein
DFNAAEMK_03690	CDS	192	ampG		COG0477	Protein AmpG
DFNAAEMK_03691	CDS	948	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
DFNAAEMK_03692	CDS	1992	cyoB	1.10.3.10	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
DFNAAEMK_03693	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
DFNAAEMK_03694	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
DFNAAEMK_03695	CDS	891	cyoE	2.5.1.-	COG0109	Protoheme IX farnesyltransferase
DFNAAEMK_03696	CDS	384				hypothetical protein
DFNAAEMK_03697	CDS	444	yjaB_2	2.3.1.-	COG0454	putative N-acetyltransferase YjaB
DFNAAEMK_03698	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
DFNAAEMK_03699	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
DFNAAEMK_03700	CDS	1305	aceA	4.1.3.1	COG2224	Isocitrate lyase
DFNAAEMK_03701	CDS	2505	copA	3.6.3.54	COG2217	Copper-exporting P-type ATPase
DFNAAEMK_03702	CDS	933	glsA1	3.5.1.2	COG2066	Glutaminase 1
DFNAAEMK_03703	CDS	1293	ybaT		COG0531	Inner membrane transport protein YbaT
DFNAAEMK_03704	CDS	408	cueR		COG0789	HTH-type transcriptional regulator CueR
DFNAAEMK_03705	CDS	285	ybbJ		COG1585	Inner membrane protein YbbJ
DFNAAEMK_03706	CDS	522	fecI		COG1595	putative RNA polymerase sigma factor FecI
DFNAAEMK_03707	CDS	954	fecR		COG3712	Protein FecR
DFNAAEMK_03708	CDS	2325	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
DFNAAEMK_03709	CDS	903	fecB		COG4594	Fe(3+) dicitrate-binding periplasmic protein
DFNAAEMK_03710	CDS	999	fecC		COG0609	Fe(3+) dicitrate transport system permease protein FecC
DFNAAEMK_03711	CDS	957	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
DFNAAEMK_03712	CDS	768	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
DFNAAEMK_03713	CDS	258				hypothetical protein
DFNAAEMK_03714	CDS	216				hypothetical protein
DFNAAEMK_03715	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
DFNAAEMK_03716	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
DFNAAEMK_03717	CDS	252				hypothetical protein
DFNAAEMK_03718	CDS	537				hypothetical protein
DFNAAEMK_03719	CDS	558				hypothetical protein
DFNAAEMK_03720	CDS	819				hypothetical protein
DFNAAEMK_03721	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
DFNAAEMK_03722	tRNA	76				tRNA-Ala(ggc)
DFNAAEMK_03723	tRNA	76				tRNA-Ala(ggc)
DFNAAEMK_03724	CDS	360				hypothetical protein
DFNAAEMK_03725	CDS	372				hypothetical protein
DFNAAEMK_03726	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
DFNAAEMK_03727	tRNA	76				tRNA-Val(tac)
DFNAAEMK_03728	tRNA	76				tRNA-Val(tac)
DFNAAEMK_03729	tRNA	76				tRNA-Val(tac)
DFNAAEMK_03730	CDS	408				hypothetical protein
DFNAAEMK_03731	CDS	492	rhsD_1		COG3209	Protein RhsD
DFNAAEMK_03732	CDS	384				hypothetical protein
DFNAAEMK_03733	CDS	1434	hldE		COG2870	Bifunctional protein HldE
DFNAAEMK_03734	CDS	2841	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
DFNAAEMK_03735	CDS	1302	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
DFNAAEMK_03736	CDS	621				hypothetical protein
DFNAAEMK_03737	CDS	1239	cca		COG0617	Multifunctional CCA protein
DFNAAEMK_03738	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
DFNAAEMK_03739	CDS	369	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
DFNAAEMK_03740	CDS	618	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
DFNAAEMK_03741	CDS	933	dmlR_4			HTH-type transcriptional regulator DmlR
DFNAAEMK_03742	CDS	297	yciI		COG2350	Protein YciI
DFNAAEMK_03743	CDS	1254	kch		COG1226	Voltage-gated potassium channel Kch
DFNAAEMK_03744	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
DFNAAEMK_03745	CDS	330				hypothetical protein
DFNAAEMK_03746	CDS	1005	btuD_3	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
DFNAAEMK_03747	CDS	1014	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
DFNAAEMK_03748	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
DFNAAEMK_03749	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
DFNAAEMK_03750	CDS	1677	oppA		COG4166	Periplasmic oligopeptide-binding protein
DFNAAEMK_03751	CDS	162				hypothetical protein
DFNAAEMK_03752	CDS	156				hypothetical protein
DFNAAEMK_03753	CDS	648				hypothetical protein
DFNAAEMK_03754	CDS	2676	adhE		COG1012	Aldehyde-alcohol dehydrogenase
DFNAAEMK_03755	CDS	186			COG3385	IS4 family transposase ISCro3
DFNAAEMK_03756	CDS	231				hypothetical protein
DFNAAEMK_03757	CDS	591				hypothetical protein
DFNAAEMK_03758	CDS	618	tdk	2.7.1.21	COG1435	Thymidine kinase
DFNAAEMK_03759	CDS	414	hns		COG2916	DNA-binding protein H-NS
DFNAAEMK_03760	CDS	909	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
DFNAAEMK_03761	CDS	1014	rssB		COG0784	Regulator of RpoS
DFNAAEMK_03762	CDS	945			COG1752	putative NTE family protein
DFNAAEMK_03763	CDS	459				hypothetical protein
DFNAAEMK_03764	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
DFNAAEMK_03765	tRNA	85				tRNA-Tyr(gta)
DFNAAEMK_03766	tRNA	85				tRNA-Tyr(gta)
DFNAAEMK_03767	CDS	1368	ghxQ		COG2252	Guanine/hypoxanthine permease GhxQ
DFNAAEMK_03768	CDS	489	hyfA_4	1.-.-.-	COG1142	Hydrogenase-4 component A
DFNAAEMK_03769	CDS	1920		1.18.1.2		Ferredoxin--NADP reductase
DFNAAEMK_03770	CDS	1449	uacT		COG2233	Uric acid transporter UacT
DFNAAEMK_03771	CDS	126	yqfG			putative protein YqfG
DFNAAEMK_03772	CDS	549	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
DFNAAEMK_03773	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
DFNAAEMK_03774	CDS	318	prfB_2		COG1186	Peptide chain release factor RF2
DFNAAEMK_03775	tRNA	76				tRNA-Ala(ggc)
DFNAAEMK_03776	CDS	723	glnQ_3		COG1126	Glutamine transport ATP-binding protein GlnQ
DFNAAEMK_03777	CDS	660	glnP		COG0765	Glutamine transport system permease protein GlnP
DFNAAEMK_03778	CDS	747	glnH		COG0834	Glutamine-binding periplasmic protein
DFNAAEMK_03779	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
DFNAAEMK_03780	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
DFNAAEMK_03781	CDS	516	ompX		COG3637	Outer membrane protein X
DFNAAEMK_03782	CDS	1584	opgE_2	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
DFNAAEMK_03783	CDS	129	mntS			Small protein MntS
DFNAAEMK_03784	CDS	468	mntR		COG1321	Transcriptional regulator MntR
DFNAAEMK_03785	CDS	1119	ybiR		COG0471	Inner membrane protein YbiR
DFNAAEMK_03786	CDS	921	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
DFNAAEMK_03787	CDS	1593	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
DFNAAEMK_03788	CDS	1266	ybiU			putative protein YbiU
DFNAAEMK_03789	CDS	816	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
DFNAAEMK_03790	CDS	2433	cutC_3	4.3.99.4	COG1882	Choline trimethylamine-lyase
DFNAAEMK_03791	CDS	900	cutD	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
DFNAAEMK_03792	CDS	663	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
DFNAAEMK_03793	CDS	750	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
DFNAAEMK_03794	CDS	1236	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
DFNAAEMK_03795	CDS	966	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
DFNAAEMK_03796	CDS	1872	gsiA	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
DFNAAEMK_03797	CDS	1539	gsiB		COG0747	Glutathione-binding protein GsiB
DFNAAEMK_03798	CDS	921	gsiC		COG0601	Glutathione transport system permease protein GsiC
DFNAAEMK_03799	CDS	912	gsiD		COG1173	Glutathione transport system permease protein GsiD
DFNAAEMK_03800	CDS	261	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
DFNAAEMK_03801	CDS	1272		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
DFNAAEMK_03802	CDS	261	fixX_3		COG2440	Ferredoxin-like protein FixX
DFNAAEMK_03803	CDS	576	ygcP		COG1954	putative protein YgcP
DFNAAEMK_03804	CDS	717	fixB_3			Protein FixB
DFNAAEMK_03805	CDS	780	menC_1	4.2.1.113	COG1441	o-succinylbenzoate synthase
DFNAAEMK_03806	CDS	1197	arnC_3	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
DFNAAEMK_03807	CDS	99				hypothetical protein
DFNAAEMK_03808	CDS	558	bshB1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
DFNAAEMK_03809	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
DFNAAEMK_03810	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
DFNAAEMK_03811	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
DFNAAEMK_03812	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
DFNAAEMK_03813	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
DFNAAEMK_03814	CDS	522	ybcI		COG1988	Inner membrane protein YbcI
DFNAAEMK_03815	CDS	213	ybcJ		COG2501	putative protein YbcJ
DFNAAEMK_03816	CDS	867	folD		COG0190	Bifunctional protein FolD protein
DFNAAEMK_03817	CDS	1203	nupC		COG1972	Nucleoside permease NupC
DFNAAEMK_03818	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
DFNAAEMK_03819	CDS	1053	mutY	3.2.2.-	COG1194	Adenine DNA glycosylase
DFNAAEMK_03820	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
DFNAAEMK_03821	CDS	327			COG3171	putative protein
DFNAAEMK_03822	CDS	720				hypothetical protein
DFNAAEMK_03823	CDS	1047	ansB	3.5.1.1	COG0252	L-asparaginase 2
DFNAAEMK_03824	CDS	1008				hypothetical protein
DFNAAEMK_03825	tRNA	75				tRNA-Lys(ttt)
DFNAAEMK_03826	CDS	207				hypothetical protein
DFNAAEMK_03827	CDS	411	ydfO_2		COG5562	putative protein YdfO
DFNAAEMK_03828	CDS	294				hypothetical protein
DFNAAEMK_03829	CDS	204	yajR		COG0477	Inner membrane transport protein YajR
DFNAAEMK_03830	CDS	492				hypothetical protein
DFNAAEMK_03831	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
DFNAAEMK_03832	CDS	591	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
DFNAAEMK_03833	CDS	783	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
DFNAAEMK_03834	CDS	534				hypothetical protein
DFNAAEMK_03835	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
DFNAAEMK_03836	CDS	873	ubiA	2.5.1.-	COG0382	4-hydroxybenzoate octaprenyltransferase
DFNAAEMK_03837	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
DFNAAEMK_03838	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
DFNAAEMK_03839	CDS	609	lexA	3.4.21.88	COG1974	LexA repressor
DFNAAEMK_03840	CDS	1326	dinF		COG0534	DNA damage-inducible protein F
DFNAAEMK_03841	CDS	210				hypothetical protein
DFNAAEMK_03842	CDS	516	zur		COG0735	Zinc uptake regulation protein
DFNAAEMK_03843	CDS	255				hypothetical protein
DFNAAEMK_03844	CDS	708				hypothetical protein
DFNAAEMK_03845	CDS	1038	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
DFNAAEMK_03846	CDS	243	pspG			Phage shock protein G
DFNAAEMK_03847	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
DFNAAEMK_03848	CDS	1416	dnaB_2	3.6.4.12	COG0305	Replicative DNA helicase
DFNAAEMK_03849	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
DFNAAEMK_03850	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
DFNAAEMK_03851	CDS	594	ybbY		COG2233	Putative purine permease YbbY
DFNAAEMK_03852	CDS	1146	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
DFNAAEMK_03853	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
